"","Artist","Followers","Popularity","num_songs","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","id"
"173","HINTO",873,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0k7oisa6USxcsJk3dfA9Co"
"174","IA",53921,48,2,"anime rock","vocaloid",NA,NA,NA,NA,NA,NA,NA,NA,"1oz1HYOyJhjshPi5Nvs3MX"
"175","iKON",2848550,68,2,"k-pop","k-pop boy group",NA,NA,NA,NA,NA,NA,NA,NA,"5qRSs6mvI17zrkJpOHkCoM"
"176","Inspectah Deck",131880,56,2,"alternative hip hop","east coast hip hop","hardcore hip hop","hip hop",NA,NA,NA,NA,NA,NA,"4OBbOrkD4geIjOLrICN3wO"
"177","Jedi Mind Tricks",293372,57,2,"conscious hip hop","hardcore hip hop","philly rap","political hip hop","underground rap",NA,NA,NA,NA,NA,"0PI3pXpUMScjweiw3IbADc"
"178","Kenjiro Sakiya",2472,24,2,"classic city pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"14tdomXFf9cDR8ms2xVN03"
"179","Kero Kero Bonito",302323,61,2,"escape room","hyperpop","japanese electropop",NA,NA,NA,NA,NA,NA,NA,"6OqhFYFJDnBBHas02HopPT"
"180","Kyary Pamyu Pamyu",343907,55,2,"j-idol","japanese electropop",NA,NA,NA,NA,NA,NA,NA,NA,"7Gh6fW49xfXLP8DTWaLVJP"
"181","Larry Heard",35449,40,2,"acid house","chicago house","deep house","deep soul house","float house","microhouse","outsider house","techno",NA,NA,"3j7teie3p6UnbA8nW51Trz"
"182","Lexie Liu",57247,68,2,"chinese electropop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6fs2or0cKLEM2xohWq8SoX"
"183","miss A",593298,54,2,"k-pop","k-pop girl group",NA,NA,NA,NA,NA,NA,NA,NA,"1BEohdSWSBggmO979tzRwW"
"184","Mizuki Ohira",19788,37,2,"japanese r&b",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5rNUVqgzCi4FX47RY8n9cx"
"185","MOMOLAND",2161424,62,2,"k-pop","k-pop girl group",NA,NA,NA,NA,NA,NA,NA,NA,"5RR0MLwcjc87wjSw2JYdwx"
"186","Mos Def",990531,68,2,"alternative hip hop","conscious hip hop","east coast hip hop","gangster rap","hardcore hip hop","hip hop","rap","southern hip hop",NA,NA,"0Mz5XE0kb1GBnbLQm2VbcO"
"187","New Optimism",1286,11,2,"experimental club",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0rqpu1vmEbsn560Ddv1KRT"
"188","ODB",644859,64,2,"alternative hip hop","east coast hip hop","gangster rap","hardcore hip hop","hip hop","rap",NA,NA,NA,NA,"50NoVNy9GU1lCrDV8iGpyu"
"189","PSY",1141071,63,2,"k-pop","k-rap",NA,NA,NA,NA,NA,NA,NA,NA,"2dd5mrQZvg6SmahdgVKDzh"
"190","Pusha T",1883675,73,2,"alternative hip hop","gangster rap","hip hop","pop rap","rap","southern hip hop","trap","underground hip hop","virginia hip hop",NA,"0ONHkAv9pCAFxb0zJwDNTy"
"191","Rick Ross",4530675,82,2,"dirty south rap","gangster rap","hip hop","pop rap","rap","southern hip hop","trap",NA,NA,NA,"1sBkRIssrMs1AbVkOJbc7a"
"192","Rosy",4810,26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2wMzCCeiXSV9NFSzGzwVyv"
"193","Santana",1865861,73,2,"blues rock","classic rock","mexican classic rock","rock",NA,NA,NA,NA,NA,NA,"6GI52t8N5F02MxU0g5U69P"
"194","ScHoolboy Q",3492214,78,2,"gangster rap","hip hop","pop rap","rap","southern hip hop","trap","underground hip hop",NA,NA,NA,"5IcR3N7QB1j6KBL8eImZ8m"
"195","SE SO NEON",49820,47,2,"k-indie","korean city pop","korean indie rock",NA,NA,NA,NA,NA,NA,NA,"07OePkse2fcvU9wlVftNMl"
"196","Shakira",20693708,87,2,"colombian pop","dance pop","latin","latin pop","pop",NA,NA,NA,NA,NA,"0EmeFodog0BfCgMzAIvKQp"
"197","So!YoON!",14305,49,2,"k-indie","korean indie rock",NA,NA,NA,NA,NA,NA,NA,NA,"7H5EC2qaylGun66YeRrVHg"
"198","SOPHIE",188479,55,2,"art pop","dance pop","deconstructed club","electropop","escape room","hyperpop","pop","transpop",NA,NA,"5a2w2tgpLwv26BYJf2qYwu"
"199","STUTS",54307,49,2,"j-rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0qC4CNzOUtgdmdVzRqCa1d"
"200","SUMIN",21220,51,2,"k-indie","korean city pop","korean electropop","korean r&b",NA,NA,NA,NA,NA,NA,"0K4MGKGmjtdIE0W3GkGmyU"
"201","Summer Soul",18250,40,2,"k-indie","korean electropop","korean r&b",NA,NA,NA,NA,NA,NA,NA,"6ZDL9IVLcZPApjoBdajrao"
"202","T-Pain",3056177,81,2,"dance pop","hip hop","pop","pop rap","r&b","rap","southern hip hop","trap","urban contemporary",NA,"3aQeKQSyrW4qWr35idm0cy"
"203","Tame Impala",4577950,83,2,"australian psych","neo-psychedelic",NA,NA,NA,NA,NA,NA,NA,NA,"5INjqkS1o8h1imAzPqGZBb"
"204","TCY FORCE",1809,32,2,"japanese electropop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1ze8z08s9wniPnN6WI2sHe"
"205","Tech N9ne Collabos",316550,57,2,"country rap","kansas city hip hop","rap rock",NA,NA,NA,NA,NA,NA,NA,"4UOlRVifrFdQHW9qu5ep8t"
"206","The Geek x Vrv",36433,48,2,"chillhop","new french touch",NA,NA,NA,NA,NA,NA,NA,NA,"4JhjlqgMbd4RlrT81VoTIF"
"207","The Quiett",55337,52,2,"k-rap","korean r&b","korean trap",NA,NA,NA,NA,NA,NA,NA,"2qI1pO64eYqGUiv1XTw4cy"
"208","The Weeknd",27914963,96,2,"canadian contemporary r&b","canadian pop","pop",NA,NA,NA,NA,NA,NA,NA,"1Xyo4u8uXC1ZmMpatF05PJ"
"209","Travis Barker",273145,77,2,"rap rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4exLIFE8sISLr28sqG1qNX"
"210","Ty Dolla $ign",3642125,89,2,"pop","pop rap","r&b","southern hip hop","trap","trap soul",NA,NA,NA,NA,"7c0XG5cIJTrrAgEC3ULPiq"
"211","uju",2319,22,2,"korean city pop","korean electropop",NA,NA,NA,NA,NA,NA,NA,NA,"6g2HsIivvQ7UGirVhksd92"
"212","Vince Staples",1254938,72,2,"conscious hip hop","escape room","hip hop","rap","underground hip hop",NA,NA,NA,NA,NA,"68kEuyFKyqrdQQLLsmiatm"
"213","Xin Seha",1714,15,2,"k-indie",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4kuTWggHz7FWxKVh3hdqA5"
"214","Yerin Baek",200111,64,2,"k-indie","k-pop","korean pop",NA,NA,NA,NA,NA,NA,NA,"6dhfy4ByARPJdPtMyrUYJK"
"215","Zion.T",402607,61,2,"k-indie","k-pop","k-rap","korean pop","korean r&b",NA,NA,NA,NA,NA,"5HenzRvMtSrgtvU16XAoby"
"216","<U+1781><U+17C1><U+1784> <U+178C><U+17B8><U+1799><U+17C9><U+17C1><U+200B>",4,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5h2lq2sfNkZXYQa52uFf3C"
"217","<U+179A><U+179F><U+17CB> <U+179F><U+17C1><U+179A><U+17B8><U+179F><U+17BB><U+1791><U+17D2><U+1792><U+17B6>",375,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2imuveF0NJ0LxagaolBV4j"
"218","<U+30CD><U+30AF><U+30E9><U+30A4><U+30C8><U+30FC><U+30AD><U+30FC>",53223,46,1,"japanese alternative rock",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45ew0KWgCA7evVgCydrZws"
"219","<U+5C71><U+7530><U+5C06><U+53F8>",11,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2UFVsu869tRKjklqkM9Uto"
"220","<U+6C11><U+8B21><U+30AF><U+30EB><U+30BB><U+30A4><U+30C0><U+30FC><U+30BA>",34,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3uiPsc4PufUpYHoxnOlMyE"
"221","<U+79CB><U+5143><U+85AB>",11481,49,1,"classic city pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4LUn6its1opwPzxJC1RM72"
"222","<U+7B20><U+4E95> <U+7D00><U+7F8E><U+5B50>",1919,30,1,"classic japanese jazz","japanese vocal jazz",NA,NA,NA,NA,NA,NA,NA,NA,"4UgoOhsP6AlN1SIkFRBCit"
"223","<U+BC15><U+D61C><U+C9C4> Park Hye Jin",50120,52,1,"korean dream pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6niigcazB2JPcpasZfZvq1"
"224","<U+D604><U+C131><U+BBFC>",420,10,1,"korean city pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"47kUNrAocpuIOvyRHpfwxB"
"225","015B",14062,44,1,"k-indie","korean electropop","korean pop",NA,NA,NA,NA,NA,NA,NA,"4uU7KfTjcjyKUGWSaTzLu7"
"226","03 Greedo",243630,68,1,"cali rap","melodic rap","trap","underground hip hop","vapor trap",NA,NA,NA,NA,NA,"0FtsMKmZEq8fBWqdSOWtqp"
"227","1 Young Micah",1623,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2fixd2SK0VpJfHW0SUWFY9"
"228","187",228,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6pPXsk0pYVptgNUe3AYbyC"
"229","3 Mill Rod",302,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37BsV1JuDDXMnxpzO0aSMq"
"230","4Minute",858372,54,1,"k-pop","k-pop girl group",NA,NA,NA,NA,NA,NA,NA,NA,"6cdC1cwqh3eJAXaxXJt2jv"
"231","88rising",623036,72,1,"asian american hip hop","pop",NA,NA,NA,NA,NA,NA,NA,NA,"1AhjOkOLkbHUfcHDSErXQs"
"232","AAAMYYY",30613,51,1,"japanese alternative rock","japanese electropop","japanese r&b",NA,NA,NA,NA,NA,NA,NA,"5YCsKCBbhMHBKBh2MllF5d"
"233","Ab-Soul",760737,64,1,"alternative hip hop","conscious hip hop","hip hop","rap","southern hip hop","underground hip hop",NA,NA,NA,NA,"0g9vAlRPK9Gt3FKCekk4TW"
"234","Ace",72,32,1,"eurobeat",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3ex1w9F7Bx8X69biVeMVLJ"
"235","Agents Of Time",32174,41,1,"italian techno",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6Jbyd4qzEtbFtswZP1o6Ht"
"236","Aimee B",154,33,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1uLk7jpNDdq7qhs5MSqjAS"
"237","AiNA THE END",19041,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5k7KS34gxQbzdQaXWSOVKC"
"238","Alberto",12256,58,1,"polish hip hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"79b4a4Bg30Y0RlO5de5jni"
"239","Alfred Beach Sandal",9395,28,1,"japanese soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1H2KvPR75UUpoQpRcnvn1I"
"240","Alton Ellis",78183,54,1,"dub","lovers rock","reggae","rock steady","roots reggae","ska",NA,NA,NA,NA,"5pryfFgCrWJ41UHaENJPyi"
"241","André 3000",177946,63,1,"atl hip hop","dirty south rap","southern hip hop",NA,NA,NA,NA,NA,NA,NA,"74V3dE1a51skRkdII8y2C6"
"242","Anthony Jackson",3755,39,1,"electric bass",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4jSvNq6yedPhkC4p3zlznC"
"243","Anuel AA",16021115,92,1,"latin","reggaeton","reggaeton flow","trap boricua","trap latino",NA,NA,NA,NA,NA,"2R21vXR83lH98kGeO99Y66"
"244","Apathy",66282,52,1,"alternative hip hop","hardcore hip hop","underground rap",NA,NA,NA,NA,NA,NA,NA,"6fK2hnSgfRPxR6sL975XQS"
"245","Apink",834963,61,1,"k-pop","k-pop girl group","korean pop",NA,NA,NA,NA,NA,NA,NA,"2uWcrwgWmZcQc3IPBs3tfU"
"246","Apollo Brown",102301,53,1,"alternative hip hop","boom bap","hip hop","underground hip hop",NA,NA,NA,NA,NA,NA,"151BUVKmiB9rHDjIkgbeVE"
"247","ASH ISLAND",38719,54,1,"k-rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7IEhlwWQA7pCkEvzwwHehE"
"248","Ashley Sorrell",1054,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6ulmSYBgzPCuFauJ0x7ulP"
"249","Asuka Saito",728,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0dmbPPUSyliresuzqpQn6g"
"250","Audio Push",37882,44,1,"deep underground hip hop","pop rap","underground hip hop",NA,NA,NA,NA,NA,NA,NA,"3oHjuEyaFp7MddhOXddXbx"
"251","AUGUST 08",24610,61,1,"la pop","r&b",NA,NA,NA,NA,NA,NA,NA,NA,"2iB8eFB6flwQculkUrRssi"
"252","Augustus Pablo",63479,49,1,"dub","reggae","rock steady","roots reggae","ska",NA,NA,NA,NA,NA,"5WwEQwX3ruZofwDDqtOXwI"
"253","Ayano Kaneko",62429,50,1,"j-indie","j-rock","japanese alternative rock","japanese indie pop","japanese indie rock",NA,NA,NA,NA,NA,"4XKIIegkRbSJft0PmMv9NB"
"254","Ayumi Hamasaki",519550,59,1,"classic j-pop","eurobeat","j-pop",NA,NA,NA,NA,NA,NA,NA,"3Mvc8kRgr8LRYYgvFmlZqn"
"255","B-Real",63075,58,1,"chicano rap","west coast rap",NA,NA,NA,NA,NA,NA,NA,NA,"2LiWxiQzuD9nmWQ6NCA8Gd"
"256","BABYMETAL",790552,68,1,"comic metal","idol rock","j-metal","kawaii metal",NA,NA,NA,NA,NA,NA,"630wzNP2OL7fl4Xl0GnMWq"
"257","Bananarama",475682,60,1,"dance pop","dance rock","disco","europop","girl group","hi-nrg","new romantic","new wave","new wave pop","soft rock","3sc7iUG1Wwpwx7bHeZolgx"
"258","Bantu",18061,54,1,"zimdancehall",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6tt0iYnpHERj05WATWRiom"
"259","Barney Bones",644,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7rzyYETlkvNEdxdtSUXXTV"
"260","Barrington Levy",170022,59,1,"dub","lovers rock","modern reggae","reggae","reggae fusion","roots reggae",NA,NA,NA,NA,"5mMuiFhh7faS7qxnTLRA6u"
"261","Bassagong",1924,37,1,"k-rap","korean indie rock",NA,NA,NA,NA,NA,NA,NA,NA,"7j1lNIjZY1E1drWIgJloMs"
"262","Beckett",2969,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3ExQw9JJ83HH1JD1RguiV2"
"263","Beenzino",94406,50,1,"k-indie","k-rap","korean pop","korean r&b",NA,NA,NA,NA,NA,NA,"7IrDIIq3j04exsiF3Z7CPg"
"264","BehindtheMoon",1175,21,1,"korean city pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4BHjuxRl1cKElPbo12BODO"
"265","Biesmans",1891,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1RR1AtX6SAujecwlLacHRz"
"266","Big-O",34,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3mcLH1WbfyUCNIVSVwGkrX"
"267","Big Gigantic",216183,62,1,"edm","electronic trap","electropop","vapor twitch",NA,NA,NA,NA,NA,NA,"7o7mC95EDbJKTcPAAs8C3r"
"268","Big Scoob",70737,47,1,"country rap","kansas city hip hop","rap rock",NA,NA,NA,NA,NA,NA,NA,"1PnsxAfjwnxNODAaKTu8VO"
"269","bird",30603,35,1,"japanese jazztronica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"4UYTq2L0l4zfsUKe8BqeNs"
"270","Bizarre",245,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7CsMBY0plDn7za12JXMlMg"
"271","Black Caviar",33434,63,1,"electro house",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1wqW0IQWC7V7jktcjVHID6"
"272","Black Knights",2735,22,1,"wu fam",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0AF5FJR5VgrhPw6qcLkEBA"
"273","Black Thought",128266,62,1,"alternative hip hop","boom bap","east coast hip hop","hardcore hip hop","hip hop","southern hip hop",NA,NA,NA,NA,"6DJEUXZm0e2rAohdoZ5Voo"
"274","Blackway",14092,61,1,"nyc rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1QvK8bFc2WREH4LDlJcJbi"
"275","BlocBoy JB",1225700,68,1,"pop rap","rap","southern hip hop","tennessee hip hop","trap","vapor trap",NA,NA,NA,NA,"4TEJudQY2pXxVHPE3gD2EU"
"276","Blu-Swing",8869,39,1,"ambeat","japanese jazz fusion","japanese jazztronica","japanese vocal jazz",NA,NA,NA,NA,NA,NA,"3dKCIyXK94LWUnyvD8LepD"
"277","BluePrint",674,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0oV5K4BDmoENgjwB8lvDmT"
"278","bo en",84655,56,1,"experimental pop","glitchcore",NA,NA,NA,NA,NA,NA,NA,NA,"1EotkJocwHvhFOAsoOj1jJ"
"279","BOBBY",527978,56,1,"k-pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7ieMQQDR0bdBPz572mtxwS"
"280","BREIMEN",5566,30,1,"japanese soul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3SasVdv6zvCEY29rst8PBU"
"281","Brown Eyed Girls",175385,47,1,"k-pop","k-pop girl group","korean pop",NA,NA,NA,NA,NA,NA,NA,"2GEPtT5RDxrmdi0A4mbDi7"
"282","Busta Rhymes",1694648,76,1,"east coast hip hop","hardcore hip hop","hip hop","pop rap","rap",NA,NA,NA,NA,NA,"1YfEcTuGvBQ8xSD1f53UnK"
"283","Camila Cabello",19662440,86,1,"dance pop","electropop","pop","pop dance","post-teen pop",NA,NA,NA,NA,NA,"4nDoRrQiYLoBzwC5BhVJzF"
"284","Camu Tao",5988,19,1,"abstract hip hop","ohio hip hop",NA,NA,NA,NA,NA,NA,NA,NA,"202U8PxsU6OaYwOfJCR5ZD"
"285","Car",63,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4IwZDPPzFIVVN2DSVudIZO"
"286","Casker",11060,30,1,"k-indie","korean electropop",NA,NA,NA,NA,NA,NA,NA,NA,"0nHPlnFkwhTmnfda7ho0E5"
"287","Catz 'n Dogz",32674,46,1,"deep disco house","german techno","house","minimal tech house","minimal techno","tech house",NA,NA,NA,NA,"5tYqFEuFELxnJZgGmmsfSh"
"288","CES Cru",109491,48,1,"kansas city hip hop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7jNpkZ55HFuYxJo6q1qawG"
"289","CHANGMO",104026,63,1,"k-rap","korean pop","korean r&b",NA,NA,NA,NA,NA,NA,NA,"3hvinNZRzTLoREmqFiKr1b"
"290","CHANMINA",271135,61,1,"j-pop","j-rap",NA,NA,NA,NA,NA,NA,NA,NA,"2vjeuQwzSP5ErC1S41gONX"
"291","Charisma.com",20305,33,1,"japanese electropop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5plo5UwgrFliohBttLzqRr"
"292","chelmico",100558,52,1,"j-rap","japanese alternative rock",NA,NA,NA,NA,NA,NA,NA,NA,"6sAONleCsmAyP87OHsVAPV"
"293","Childish Gambino",7358400,80,1,"atl hip hop","hip hop","pop rap","rap",NA,NA,NA,NA,NA,NA,"73sIBHcqh3Z3NyqHKZ7FOL"
"294","Chip$",12,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3zP3PBJ5SVfBuYWnzheUHu"
"295","Chris Martin",26391,48,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0LQoZQIV0mIs0y0XQb0Sw2"
"296","CHUNG HA",1261236,70,1,"k-pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2PSJ6YriU7JsFucxACpU7Y"
"297","CIFIKA",13416,37,1,"k-indie","korean electropop",NA,NA,NA,NA,NA,NA,NA,NA,"0OK6Xs5X1kHs07y68n65CQ"
"298","City Your City",8087,25,1,"city pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3mZeppCdJVIyGd0yUZsliA"
"299","Clio",2872,31,1,"italian disco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6YUx1iZjYtiwbDjQLULIHf"
"300","Cö Shu Nie",155460,61,1,"anime","anime score","j-pixie","j-poprock","otacore",NA,NA,NA,NA,NA,"0LlH6J1tj2TPq7AlwXAkY5"
"301","CoCo",5458,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6vYKg6TrNVzyWYEcy9vCo0"
"302","Colby O'Donis",104094,69,1,"pop rap","urban contemporary",NA,NA,NA,NA,NA,NA,NA,NA,"7fObcBw9VM3x7ntWKCYl0z"
"303","ConsciousThoughts",4200,37,1,"future funk",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7nNml7OiJoyXojuihNAmDu"
"304","Coogie",64799,55,1,"k-rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,"0IznZPMUyaPGdqfP4oqBja"
"305","Cordae",1332507,73,1,"dmv rap","hip hop","pop rap","rap","trap","underground hip hop","vapor trap",NA,NA,NA,"0huGjMyP507tBCARyzSkrv"
"306","Cosmic Boy",14231,45,1,"k-indie","k-rap","korean r&b",NA,NA,NA,NA,NA,NA,NA,"305pg6Bs6Mz9Tm2zK66psY"
"307","Crayon Pop",115182,39,1,"k-pop","k-pop girl group",NA,NA,NA,NA,NA,NA,NA,NA,"0ODX6aegsZkBmBeMA5qqwi"
"308","Creepy Nuts",184543,60,1,"j-pop","j-rock",NA,NA,NA,NA,NA,NA,NA,NA,"0pWR7TsFhvSCnbmHDjWgrE"
"309","CTC",236,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1vPHqjdwnm6ZSnILroMcjg"
"310","CY8ER",22850,42,1,"alt-idol","denpa-kei","idol rock",NA,NA,NA,NA,NA,NA,NA,"0Pn9eKty96tdakwQBYPWu7"
"311","CyHi The Prynce",155113,55,1,"atl hip hop","southern hip hop","trap",NA,NA,NA,NA,NA,NA,NA,"18HVMQsV3tINaTyzT5UIjH"
"312","Danny Brown",1112,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6pJkhyn8MedLRRl9qZVkWL"
"313","DEAN",954081,67,1,"k-pop","korean r&b",NA,NA,NA,NA,NA,NA,NA,NA,"3eCd0TZrBPm2n9cDG6yWfF"
"314","Denaun",195,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1WjexdTcXHgvlVIPCE8D1Q"
"315","Denzel Curry",1490644,76,1,"dark trap","drill","hip hop","miami hip hop","rap","trap","underground hip hop",NA,NA,NA,"6fxyWrfmjcbj5d12gXeiNV"
"316","Despot",6181,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53biWpwSE0neKmFFdmpGd1"
"317","DEV",237370,65,1,"dance pop","electropop","pop dance","post-teen pop",NA,NA,NA,NA,NA,NA,"7Ip2u3e5Nv6fFb5xyIHxEE"
"318","Dexter Wiggles",138,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0e2dqBGhzJNJQeAjBeZEJp"
"319","DIA",126366,44,1,"k-pop","k-pop girl group",NA,NA,NA,NA,NA,NA,NA,NA,"5Pcx98OUnL52aGZRRQx5v8"
"320","Dio",1556407,64,1,"album rock","classic rock","glam metal","hard rock","metal","power metal","rock",NA,NA,NA,"4CYeVo5iZbtYGBN4Isc3n6"
"321","DJ Crokey",2,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21pkHUisQKjMbMLWMemkPM"
"322","DJ Djanga",16,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2P2h9aJBely4CLnOpzSE6r"
"323","DJ Khalil",4258,53,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7zfaArteqSs8YgCCmPrDK4"
"324","DJLW",44,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7gbbc1jj3M8CgZ0orsQ8vb"
"325","DMX",2348107,73,1,"east coast hip hop","gangster rap","hardcore hip hop","hip hop","pop rap","rap","southern hip hop",NA,NA,NA,"1HwM5zlC5qNWhJtM00yXzG"
"326","Doildosi",0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5Amy6cnYJA3kneVZqSTHlX"
"327","Doja Cat",4988800,89,1,"dance pop","pop",NA,NA,NA,NA,NA,NA,NA,NA,"5cj0lLjcoR7YOSnhnX0Po5"
"328","Dolly Parton",1326283,78,1,"classic country pop","country","country dawn",NA,NA,NA,NA,NA,NA,NA,"32vWCbZh0xZ4o9gkz4PsEU"
"329","Don Mills",3433,37,1,"k-rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6bIsFWNkjQvSm5P4rqlxKn"
"330","Donutman",4379,34,1,"k-rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2xH4dYFMVhdOGIhgIWonbc"
"331","dosii",14019,43,1,"k-indie","korean city pop",NA,NA,NA,NA,NA,NA,NA,NA,"41lcf5k3PkUdxupYLkcjCd"
"332","Dr. Dre",5391885,82,1,"g funk","gangster rap","hip hop","rap","west coast rap",NA,NA,NA,NA,NA,"6DPYiyq5kWVQS4RGwxzPC7"
"333","Drakeo the Ruler",138470,63,1,"cali rap","west coast trap",NA,NA,NA,NA,NA,NA,NA,NA,"0p4ViyfJUTW0IT4SCBLexf"
"334","Duckwrth",234217,68,1,"alternative r&b","indie r&b","underground hip hop",NA,NA,NA,NA,NA,NA,NA,"6I3MElirhT5t6Kf7p0hGk9"
"335","Earl Sweatshirt",1375613,70,1,"alternative hip hop","escape room","experimental hip hop","hip hop","rap","underground hip hop",NA,NA,NA,NA,"3A5tHz1SfngyOZM2gItYKu"
"336","East Frog",244,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1NBzQYaVKtFWXdf8dmQ4Xg"
"337","Eco Yard",252,10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1F7qPkpPDxKhPjMOh5O7zL"
"338","Ed Sheeran",75151360,93,1,"pop","uk pop",NA,NA,NA,NA,NA,NA,NA,NA,"6eUKZXaKkcviH0Ku9w2n3V"
"339","Eek-A-Mouse",169312,52,1,"dub","reggae","roots reggae",NA,NA,NA,NA,NA,NA,NA,"6xqlgBccdlxUh5DeJSx2ho"
"340","Elle Teresa",13613,44,1,"j-rap",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3eP3EbQEnina3kh1UTNvbj"
"341","Enjoy Music Club",23969,32,1,"j-indie","japanese alternative rock",NA,NA,NA,NA,NA,NA,NA,NA,"30TUV9gTBJ8ffWRMe3O2J0"
"342","Erika Nishi",1607,27,1,"japanese alternative pop",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7J7NV5RglXhb1GoGj0sS1R"
"343","Estelle",210255,70,1,"neo soul","r&b",NA,NA,NA,NA,NA,NA,NA,NA,"5T0MSzX9RC5NA6gAI6irSn"
"344","Eve",815988,68,1,"dance pop","hip hop","hip pop","philly rap","pop rap","r&b","rap","urban contemporary",NA,NA,"4d3yvTptO48nOYTPBcPFZC"
"345","EVERGLOW",761354,69,1,"k-pop","k-pop girl group",NA,NA,NA,NA,NA,NA,NA,NA,"3ZZzT0naD25RhY2uZvIKkJ"
"346","Evidence",166,15,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6CJjWGU8Ea7w333EwmBuxi"
"347","Excision",559182,65,1,"brostep","canadian electronic","edm","electro house","electronic trap",NA,NA,NA,NA,NA,"5FKchcZpQOkqFvXBj1aCvb"
