track.name,Album_Artist1,Album_Artist2,Album_Artist3,track.duration_ms,track.explicit,track.id,track.popularity,track.album.id,track.album.name,track.album.release_date,track.album.release_date_precision,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,Track_Artist1,Track_Artist2,Track_Artist3,Track_Artist4,Track_Artist5,Track_Artist6,Track_Artist7,Track_Artist8
Who Dat B,Jessi,NA,NA,197053,FALSE,46V9JhCtDffP2AQB09zK5L,54,6Ns70xWE643K2d4uVASXYc,Who Dat B,2019-09-23,day,0.738,0.818,7,-2.744,1,0.156,0.0358,1.04e-6,0.171,0.435,139.942,4,Jessi,NA,NA,NA,NA,NA,NA,NA
Blue Velvet,Shizuka Kudo,NA,NA,232506,FALSE,0ja7CPtemegzcL6rPA62zz,22,0X1FeaDOkbmTsFUQAWNFfH,I’m Not,1998,year,0.519,0.969,3,-4.489,0,0.0516,0.0249,0,0.131,0.582,111.03,4,Shizuka Kudo,NA,NA,NA,NA,NA,NA,NA
スローモーション,Sakanaction,NA,NA,316800,FALSE,2kYVeZF9YDrS66VGLlQJXu,36,4yFcfUEAWiTZojCEjyXzUY,ルーキー,2011-03-16,day,0.705,0.64,7,-6.777,0,0.0527,0.0314,1.43e-6,0.088,0.851,127.961,4,Sakanaction,NA,NA,NA,NA,NA,NA,NA
Facts (Charlie Heat Version),Kanye West,NA,NA,200733,TRUE,3MnbXlC1N7GdS9M8HzA6no,58,7gsWAHLeT0w7es6FofOXk1,The Life Of Pablo,2016-06-10,day,0.777,0.662,1,-3.761,0,0.143,0.0518,0,0.168,0.4,142.059,4,Kanye West,NA,NA,NA,NA,NA,NA,NA
Hopscotch (feat. Barney Bones & Rich Brian),88rising,NA,NA,205786,TRUE,1ku9v2nPDKK39L764uUlVI,46,7bOpX6Ilc9UCFmH9uGyUDy,Head In The Clouds II,2019-10-11,day,0.905,0.609,1,-7.642,0,0.308,0.0695,2.24e-4,0.153,0.447,85.04,4,88rising,AUGUST 08,Joji,Barney Bones,Rich Brian,NA,NA,NA
表参道26時,Sakanaction,NA,NA,255391,FALSE,1R2BCFaowdclhTLJPYVZvb,37,0xu5JvXUcIE3vSQmPB8d9P,kikUUiki,2010-03-17,day,0.625,0.859,11,-5.355,1,0.0537,0.002,0.0141,0.0367,0.962,137.958,4,Sakanaction,NA,NA,NA,NA,NA,NA,NA
Dance?,Izumi Makura,NA,NA,174333,FALSE,3oV5D7Xmp1EydzKyeannq3,0,2VcSg0V4UDNCnpVdpeL69u,マイルーム・マイステージ,2013-10-11,day,0.738,0.732,10,-5.576,0,0.115,0.239,0.0307,0.0669,0.338,101.834,4,Izumi Makura,NA,NA,NA,NA,NA,NA,NA
LAGRIMA,ONEPIXCEL,NA,NA,255582,FALSE,745NmE6r8LLm9aIZyIOXob,32,1CDd0zIFIJ4QtCvD63VQkc,LAGRIMA,2018-03-07,day,0.666,0.994,8,-4.053,1,0.0891,0.0249,1.64e-5,0.098,0.326,128.027,4,ONEPIXCEL,NA,NA,NA,NA,NA,NA,NA
Sparkle - Utae Remix,ONEPIXCEL,NA,NA,242200,FALSE,4Ik6hJQeLUEYzm163IgwNG,2,46TVae5gCwiKX1WjLTWRx0,Girls Don't Cry,2018-12-05,day,0.616,0.71,1,-7.026,0,0.0405,0.00413,0.0226,0.182,0.46,154.002,4,ONEPIXCEL,Utae,NA,NA,NA,NA,NA,NA
TURN ME ON,ONEPIXCEL,NA,NA,269306,FALSE,66l9oUaEYZzoevO0iHx48c,4,46TVae5gCwiKX1WjLTWRx0,Girls Don't Cry,2018-12-05,day,0.682,0.763,4,-3.925,1,0.0375,0.445,1.09e-6,0.162,0.237,110.957,4,ONEPIXCEL,NA,NA,NA,NA,NA,NA,NA
Girls Don't Cry,ONEPIXCEL,NA,NA,206800,FALSE,11Oww1JJDRxu8aZaitBFdi,14,46TVae5gCwiKX1WjLTWRx0,Girls Don't Cry,2018-12-05,day,0.723,0.893,5,-2.882,0,0.0358,0.0956,3.34e-5,0.177,0.47,115.057,4,ONEPIXCEL,NA,NA,NA,NA,NA,NA,NA
I'm Still In Love,Alton Ellis,NA,NA,225733,FALSE,0fg0dCPd2fCYoNPoZ40h7z,52,3SBDliOGQJ4XotoMsbEW1Z,Sons Of Jamaica - Alton Ellis,2011-07-01,day,0.835,0.466,7,-12.201,1,0.227,0.0693,1.57e-6,0.243,0.862,86.046,4,Alton Ellis,NA,NA,NA,NA,NA,NA,NA
World-A-Reggae,Ini Kamoze,NA,NA,230040,FALSE,70idjVtmzhvE1tXgHYEF2y,55,0RRP4qIFXHxmaMyMLzP86U,Ini Kamoze,1984-06-08,day,0.863,0.457,6,-11.445,0,0.0601,0.0105,7.74e-4,0.0978,0.382,73.724,4,Ini Kamoze,NA,NA,NA,NA,NA,NA,NA
Deep Six,Marilyn Manson,NA,NA,302904,FALSE,3XCgVhWfwWYo1vxKYaeFOe,47,0F9brQbQ3vLDYyTElx9f9n,The Pale Emperor,2015-01-19,day,0.589,0.942,9,-4.058,0,0.109,0.0016,4.32e-6,0.218,0.301,133.034,4,Marilyn Manson,NA,NA,NA,NA,NA,NA,NA
late night blue,Mondo Grosso,NA,NA,323550,FALSE,6b8xWwBbBWVpxpYtHPLsAv,26,3IhDlS0GsKJHNCcJA7xocM,何度でも新しく生まれる,2017-06-06,day,0.578,0.506,0,-8.439,1,0.0508,0.00235,1.8e-5,0.201,0.144,165.979,4,Mondo Grosso,moumoon,NA,NA,NA,NA,NA,NA
night chance,HINTO,NA,NA,279986,FALSE,09AsIqOYLxVaGTdpisdp06,4,5HFLDIYCliSWCsDSRALtZS,LAST NIGHT,2017-10-05,day,0.732,0.843,6,-3.738,0,0.0302,0.0836,9e-6,0.378,0.903,114,4,HINTO,NA,NA,NA,NA,NA,NA,NA
ワンルーム,Izumi Makura,NA,NA,206373,FALSE,5k1MuqBcORmkXpnptPCeuk,0,2VcSg0V4UDNCnpVdpeL69u,マイルーム・マイステージ,2013-10-11,day,0.509,0.841,9,-4.585,0,0.0533,0.0883,3.54e-6,0.325,0.758,79.928,4,Izumi Makura,NA,NA,NA,NA,NA,NA,NA
Crescent,nica,NA,NA,387391,FALSE,0eveCCJtyGn5Y4rJrYIrpr,1,0xlP6BKvQnzDZ5WMR89fCf,Blurred,2017-07-20,day,0.663,0.78,11,-5.509,1,0.0395,0.32,0,0.0998,0.584,130.037,4,nica,NA,NA,NA,NA,NA,NA,NA
Blurred,nica,NA,NA,328659,FALSE,2YoUcpLp6rDeurizCVIMLV,3,0xlP6BKvQnzDZ5WMR89fCf,Blurred,2017-07-20,day,0.521,0.443,1,-7.338,1,0.0768,0.618,1.97e-4,0.389,0.716,179.784,4,nica,NA,NA,NA,NA,NA,NA,NA
Hydrangea,nica,NA,NA,253803,FALSE,5deBKePkDfYD7rUDYejNCF,0,0xlP6BKvQnzDZ5WMR89fCf,Blurred,2017-07-20,day,0.696,0.606,9,-6.687,0,0.0343,0.542,4.8e-4,0.113,0.578,95.998,4,nica,NA,NA,NA,NA,NA,NA,NA
ロマンスの神様,Kohmi Hirose,NA,NA,271173,FALSE,31RlAIMjQlOi6b9FIcsuHk,18,1go7u6LvCTVOUZ6SyCaZTx,"THE BEST ""1992-2018""",2019-01-23,day,0.641,0.94,1,-2.871,1,0.073,0.604,2.31e-6,0.217,0.555,125.893,4,Kohmi Hirose,NA,NA,NA,NA,NA,NA,NA
Two Words,Kanye West,NA,NA,266213,TRUE,62wtttQzoIA9HnNmGVd9Yq,52,4Uv86qWpGTxf7fU7lG5X6F,The College Dropout,2004-02-10,day,0.442,0.807,6,-4.753,1,0.265,0.0158,6.43e-6,0.217,0.446,84.649,4,Kanye West,Mos Def,Freeway,The Boys Choir Of Harlem,NA,NA,NA,NA
Who That Be,Rich Brian,NA,NA,134879,TRUE,1XSvndyw6uqVW1ekRZsJUp,49,3253PDtSwy2v90D5QMPi5M,Who That Be,2016-08-09,day,0.959,0.47,0,-11.53,1,0.166,0.358,0,0.0806,0.964,129.995,4,Rich Brian,NA,NA,NA,NA,NA,NA,NA
Cold,Rich Brian,NA,NA,228432,TRUE,0nKpHGrnuejevp6openGaF,54,4Y2V5TihhuWyKGnUzLQEpH,Amen,2018-02-02,day,0.648,0.734,0,-6.289,1,0.298,0.368,0,0.0938,0.196,167.044,4,Rich Brian,NA,NA,NA,NA,NA,NA,NA
Jopping,SuperM,NA,NA,251293,FALSE,5WrEilrRI5cIW0DxMvQYPZ,66,1C1qYeSC9RdgbrKXpZCTSJ,SuperM - The 1st Mini Album,2019-10-04,day,0.74,0.835,10,-3.425,0,0.0839,0.0139,0,0.857,0.535,123.024,4,SuperM,NA,NA,NA,NA,NA,NA,NA
Holy Diver,Dio,NA,NA,353786,FALSE,57fqmDaokbxZ3TaB0jp39q,58,2ivNJLSx8Rbvnsvcn01Yt3,Holy Diver,1983,year,0.476,0.901,8,-6.751,1,0.0975,0.0642,0.158,0.0557,0.109,91.955,4,Dio,NA,NA,NA,NA,NA,NA,NA
ABC,박혜진 Park Hye Jin,NA,NA,242000,FALSE,1mazAW31oI50KA3YLB6UTZ,51,3X4dqVdCKZJQneZ6Nn8IDr,IF U WANT IT,2018-12-13,day,0.778,0.857,8,-7.037,0,0.0576,0.00366,0.661,0.116,0.439,120.003,4,박혜진 Park Hye Jin,NA,NA,NA,NA,NA,NA,NA
Dat $tick,Rich Brian,NA,NA,126666,TRUE,4bdJHQp90ymjEIkkYhcENB,64,7AKJUjNR4hlNcbj55lP5LA,Dat $tick,2016-03-11,day,0.923,0.508,1,-8.668,1,0.0468,0.104,1.21e-5,0.126,0.168,108.039,4,Rich Brian,NA,NA,NA,NA,NA,NA,NA
真っ赤に,Izumi Makura,NA,NA,220466,FALSE,2tl70iyKirhlecFV7qQxsW,0,2VcSg0V4UDNCnpVdpeL69u,マイルーム・マイステージ,2013-10-11,day,0.913,0.84,1,-6.544,1,0.0429,0.102,7.17e-4,0.0365,0.811,139.977,4,Izumi Makura,NA,NA,NA,NA,NA,NA,NA
SUMMERGAZER,HINTO,NA,NA,284425,FALSE,2bAqRYsZ6AdFbZtN6VDz5n,15,6R0TZbVGc42XyHUnZVNgqJ,SUMMERGAZER,2017-09-01,day,0.61,0.905,1,-2.67,0,0.0493,3.85e-4,1.08e-5,0.0917,0.476,132.926,4,HINTO,NA,NA,NA,NA,NA,NA,NA
Dolls Kill - ELLE TERESA,FEMM,NA,NA,189883,FALSE,0R2Ts4twlNe6apSae84VVE,14,2R2AiFnJobARZ6DoN66hy4,Dolls Kill,2018-12-26,day,0.926,0.707,11,-6.97,1,0.108,0.14,4.26e-4,0.0494,0.805,144.061,4,FEMM,Elle Teresa,NA,NA,NA,NA,NA,NA
僕は愛を語れない,Asako Toki,NA,NA,265773,FALSE,24wwIs8Y1OKyG3rErkDT81,7,46LsNM6xnL5UfJyo6DIASd,HEARTBREAKIN',2013-06-12,day,0.557,0.492,5,-8.112,1,0.0287,0.876,0.0055,0.0946,0.445,146.017,4,Asako Toki,NA,NA,NA,NA,NA,NA,NA
Rendez-vous in '58,Asako Toki,NA,NA,293080,FALSE,4feb6F3TLaYc20bJ0DT2P8,6,46LsNM6xnL5UfJyo6DIASd,HEARTBREAKIN',2013-06-12,day,0.675,0.778,0,-7.962,1,0.104,0.369,4.94e-4,0.0754,0.514,114.012,4,Asako Toki,NA,NA,NA,NA,NA,NA,NA
Don't feel stagnant,in FAM step,NA,NA,192640,FALSE,7mXFlpswNB0p8LljiPURmL,27,089KnrBscsk3mED3bsbAsZ,Inspiration,2017-05-24,day,0.73,0.808,11,-5.048,0,0.0687,0.0839,0,0.0558,0.705,116.042,4,in FAM step,NA,NA,NA,NA,NA,NA,NA
Clique,Various Artists,NA,NA,293613,TRUE,65rRB2mspD309xE6YimZTl,56,0bcOGgwJpwBjfFBTApoqSn,Kanye West Presents Good Music Cruel Summer,2012-01-01,day,0.66,0.539,9,-5.947,0,0.324,0.0534,0,0.222,0.307,109.318,5,Kanye West,JAY-Z,Big Sean,NA,NA,NA,NA,NA
ぶらっくパレード,Gesu No Kiwami Otome,NA,NA,322880,FALSE,0jNo9gwYzrYrrUMhqSkzMD,26,6mr42L1ZEKW3Mxwwk5PlEH,ドレスの脱ぎ方,2014-08-06,day,0.667,0.715,5,-4.781,0,0.0421,0.226,0.499,0.0786,0.59,134.065,4,Gesu No Kiwami Otome,NA,NA,NA,NA,NA,NA,NA
秘めない私,Gesu No Kiwami Otome,NA,NA,228786,FALSE,41AfbwdAHKsbuVdbblbSLB,29,7CInhkoTD25LPwmKoLzwwD,秘めない私,2019-05-13,day,0.738,0.85,1,-4.107,0,0.0919,0.131,0.00961,0.126,0.722,125.959,4,Gesu No Kiwami Otome,NA,NA,NA,NA,NA,NA,NA
傘,King Gnu,NA,NA,202285,FALSE,1NkiR42rILTQYYEGs7izYv,30,29lPkHos22fZsxqElB6yo0,傘,2019-10-11,day,0.649,0.903,10,-2.661,1,0.0764,0.38,0,0.0485,0.698,105.022,4,King Gnu,NA,NA,NA,NA,NA,NA,NA
ユリイカ,Sakanaction,NA,NA,337000,FALSE,2iFpk2lHYW6cH7i4p52AY4,41,5pLmzFu2ienSbr1SxBJvwB,834.194,2019-06-19,day,0.767,0.672,4,-7.531,1,0.0516,0.132,1.81e-6,0.157,0.719,123.998,4,Sakanaction,NA,NA,NA,NA,NA,NA,NA
幻が叫んでる (Remastered 2014),Wink,NA,NA,266133,FALSE,5cxiQWH9eG3wpVDRppfRIA,13,4oQFotq6Z25jJYqkpSXMmn,アプロディーテ (Remastered 2014),1993-06-25,day,0.51,0.866,8,-10.206,0,0.046,0.00358,0.344,0.0889,0.411,135.136,4,Wink,NA,NA,NA,NA,NA,NA,NA
愛が止まらない ~Turn it into love~ (Remastered 2013),Wink,NA,NA,208946,FALSE,1sQW1oRFUCjCAeDTpAuoB8,28,07emwo9tzcUanGKAoY5cbZ,At Heel Diamonds (Remastered 2013),1988-12-01,day,0.623,0.869,4,-6.067,1,0.0455,0.407,0,0.178,0.659,119.129,4,Wink,NA,NA,NA,NA,NA,NA,NA
Now Generation,Black Eyed Peas,NA,NA,245906,FALSE,6SdX2LIiUlXVmsB2yNhIF4,30,36fdxiOzdlmsrHgGcfvqUJ,THE E.N.D. (THE ENERGY NEVER DIES),2009-01-01,day,0.796,0.737,2,-7.148,1,0.156,0.134,0,0.146,0.848,144.986,4,Black Eyed Peas,NA,NA,NA,NA,NA,NA,NA
Boy With Luv (feat. Halsey),BTS,NA,NA,229773,FALSE,5KawlOMHjWeUjQtnuRs22c,81,1AvXa8xFEXtR3hb4bgihIK,MAP OF THE SOUL : PERSONA,2019-04-12,day,0.645,0.862,11,-4.757,0,0.0965,0.0923,0,0.192,0.798,119.991,4,BTS,Halsey,NA,NA,NA,NA,NA,NA
Really Doe,Danny Brown,NA,NA,319433,TRUE,6dHatCnuOb1TdBIeJTK3Y0,55,3e7vtKJ3m1zVh38VGq2g3H,Atrocity Exhibition,2016-09-27,day,0.692,0.983,1,-3.469,1,0.29,0.0417,0,0.21,0.792,75.992,4,Danny Brown,Kendrick Lamar,Ab-Soul,Earl Sweatshirt,NA,NA,NA,NA
Monopoly,Danny Brown,NA,NA,164533,TRUE,4HFsQRxQLEPleq9UmIzke4,0,1QESrfmlfAl19Gr8mXcysi,XXX (Deluxe Edition),2012-03-13,day,0.64,0.741,0,-6.656,0,0.291,0.15,0,0.153,0.715,87.015,4,Danny Brown,NA,NA,NA,NA,NA,NA,NA
Negro Spiritual,Danny Brown,NA,NA,164211,TRUE,7gWp2hHJYtnLLvIw9ltH0V,37,4G3BRVsGEpWzUdplFJ1VBl,uknowhatimsayin¿,2019-10-04,day,0.614,0.681,2,-6.492,1,0.316,0.0379,0,0.23,0.125,95.187,4,Danny Brown,JPEGMAFIA,NA,NA,NA,NA,NA,NA
Diferente,Gotan Project,NA,NA,323106,FALSE,6PKhFkLIyf8Q46SzTvqHiJ,4,07lGNrljLTs4BlQaDXL8Hg,Lunatico,2006-04-10,day,0.785,0.64,7,-8.864,1,0.0393,0.0242,0.463,0.557,0.269,115.013,4,Gotan Project,NA,NA,NA,NA,NA,NA,NA
トーキョー・ドライブ,Asako Toki,NA,NA,209040,FALSE,360h4uckb5YM6gUOlZcCaU,10,46LsNM6xnL5UfJyo6DIASd,HEARTBREAKIN',2013-06-12,day,0.853,0.644,11,-7.713,0,0.0382,0.153,2.66e-4,0.145,0.961,124.977,4,Asako Toki,NA,NA,NA,NA,NA,NA,NA
La Gloria,Gotan Project,NA,NA,227546,FALSE,7FDYNq06v6atGpRYHK5evL,2,7MmdpmlpYbPABSkuIssMDJ,Tango 3.0,2010-04-19,day,0.884,0.739,9,-5.559,1,0.105,0.0595,0.0206,0.124,0.512,110.025,4,Gotan Project,NA,NA,NA,NA,NA,NA,NA
Santa Maria (del Buen Ayre),Gotan Project,NA,NA,357960,FALSE,3AMvzYLjoxevynLF1TSgQx,22,4j0BDfrtgQeMLA4RaSCch4,La Revancha Del Tango,2001,year,0.888,0.54,9,-9.361,1,0.0572,0.0473,0.706,0.0492,0.248,118.003,4,Gotan Project,NA,NA,NA,NA,NA,NA,NA
Amore,Akina Nakamori,NA,NA,276386,FALSE,3DB8bi9ji4CmVpPEJQSRh9,13,048lLhAUlXCKGWzJDgLe5A,明菜,2017-11-08,day,0.509,0.775,5,-5.255,0,0.0366,0.114,6.96e-6,0.263,0.333,131.971,4,Akina Nakamori,NA,NA,NA,NA,NA,NA,NA
ひらり -SAKURA- - 明菜 version,Akina Nakamori,NA,NA,311746,FALSE,1Mn8SWBgrV0tDLjZ8BAE68,13,048lLhAUlXCKGWzJDgLe5A,明菜,2017-11-08,day,0.525,0.891,1,-2.974,0,0.0373,0.0422,0.00152,0.274,0.284,134.913,4,Akina Nakamori,NA,NA,NA,NA,NA,NA,NA
La.La.Bye,Akina Nakamori,NA,NA,290066,FALSE,4tvdFihshq7b1VTfMMAMw7,17,048lLhAUlXCKGWzJDgLe5A,明菜,2017-11-08,day,0.623,0.698,9,-5.732,0,0.041,0.121,0,0.143,0.293,119.987,4,Akina Nakamori,NA,NA,NA,NA,NA,NA,NA
夜間飛行 (Remastered 2013),Wink,NA,NA,253520,FALSE,40cEC03EjDk8oHY74tJeIv,17,0TxSrEbKOfI3yR4Z5B900I,Twin Memories (Remastered 2013),1989-12-01,day,0.669,0.864,3,-5.978,0,0.0286,0.509,8.46e-5,0.17,0.665,133.998,4,Wink,NA,NA,NA,NA,NA,NA,NA
咲き誇れ愛しさよ (Original Remastered 2018),Wink,NA,NA,210655,FALSE,6tplecWHT3r9bOBYYOPoIk,8,1wVxhO51aKZZ9hHj749Tgy,WINK MEMORIES 1988-1996 30th Limited Edition - Original Remastered 2018 -,2018-12-05,day,0.64,0.94,1,-5.7,1,0.0773,0.17,4.15e-4,0.302,0.769,129.837,4,Wink,NA,NA,NA,NA,NA,NA,NA
Sexy Music [Bonus Track] (Remastered 2013),Wink,NA,NA,220866,FALSE,4TgkPULl2POFQoGOGZ2KgX,32,691vw3eCmQ4Ow64vvZB6xU,Velvet (Remastered 2013),1990-07-11,day,0.637,0.934,4,-6.3,0,0.0559,0.135,2.27e-5,0.266,0.519,125.018,4,Wink,NA,NA,NA,NA,NA,NA,NA
Horizon,Alfred Beach Sandal,STUTS,NA,271266,FALSE,1aUoWyycUxc1xIJQQ92mIp,31,2l2JF8BsFKjRKBYycM7EBQ,ABS+STUTS,2017-06-21,day,0.507,0.914,11,-3.49,0,0.264,0.0704,7.34e-4,0.0941,0.838,174.613,4,Alfred Beach Sandal,STUTS,NA,NA,NA,NA,NA,NA
"OH NO, OH YES!",Tokimeki Records,NA,NA,271463,FALSE,0EOI0vIQoNqJec4305x6t7,0,6MItlYM6C4WO5iqveXLzNW,"OH NO, OH YES!",2019-09-18,day,0.675,0.572,1,-8.539,1,0.0483,0.0274,0,0.52,0.873,163.901,4,Tokimeki Records,Hikari,NA,NA,NA,NA,NA,NA
Why So Lonely,Wonder Girls,NA,NA,206706,FALSE,3mKK73NhylzXdHV4qZGxI4,56,3vCjRsRRGOLp8VCYPLXtDx,Why So Lonely,2016-07-05,day,0.634,0.726,7,-5.086,1,0.133,0.111,0,0.111,0.809,155.161,4,Wonder Girls,NA,NA,NA,NA,NA,NA,NA
Pool,SIRUP,NA,NA,190493,FALSE,3PK8ga5HeSFWIb5RD5Iffk,0,40zenS3NnK3vPMGLYXrRcX,FEEL GOOD,2019-05-29,day,0.729,0.711,11,-7.167,0,0.237,0.251,0,0.0839,0.737,108,4,SIRUP,NA,NA,NA,NA,NA,NA,NA
TOKYO GIRL - Remastered,Perfume,NA,NA,267386,FALSE,4GeM1lg9SDZXyBlPBlE62L,42,0e7AS0Cgn03lXq2orBHQG0,Future Pop,2018-08-15,day,0.728,0.915,2,-3.13,1,0.0339,0.222,0.153,0.0831,0.659,127.97,4,Perfume,NA,NA,NA,NA,NA,NA,NA
アンタレスと針,Sakanaction,NA,NA,241065,FALSE,5AkZkpEsNSlluL9cZQR0EG,26,27S5Z17E6ZJNNuPoKddhGb,DocumentaLy,2011-09-28,day,0.711,0.558,4,-6.734,0,0.0288,0.221,6.72e-4,0.126,0.724,91.999,4,Sakanaction,NA,NA,NA,NA,NA,NA,NA
Smooth Operator - Remastered,Sade,NA,NA,256146,FALSE,28XDE6yXI6Bp4U3nLSGqzp,59,3JYT9f8X9LOfpTzbKDWN4a,The Ultimate Collection,2011-05-09,day,0.688,0.684,9,-5.181,0,0.032,0.0757,8.32e-4,0.0441,0.96,119.193,4,Sade,NA,NA,NA,NA,NA,NA,NA
Lunch Time Cypher (feat. Passionate MC & G-Mo Skee),Hopsin,NA,NA,357586,TRUE,6YMinCekwk4wo2riPG3dZ4,0,5Bu6Lrh2eLP9ELPWO6BlMh,Knock Madness,2013-11-26,day,0.567,0.927,11,-5.497,0,0.403,0.312,0,0.943,0.47,91.701,4,Hopsin,Passionate Mc,G-Mo Skee,NA,NA,NA,NA,NA
This Is America,Childish Gambino,NA,NA,225773,TRUE,0b9oOr2ZgvyQu88wzixux9,72,7arx9qPJexCsDz67El4qvk,This Is America,2018-05-06,day,0.854,0.463,5,-6.159,1,0.137,0.117,0,0.354,0.549,120.024,4,Childish Gambino,NA,NA,NA,NA,NA,NA,NA
SOS,Rihanna,NA,NA,238920,FALSE,30cSNer6TV8x2utjULVeQ5,69,2JdjS6jjOml7nt7Yjo0nnh,A Girl Like Me,2006-04-10,day,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-5,0.413,0.527,137.046,4,Rihanna,NA,NA,NA,NA,NA,NA,NA
Day 'N' Nite (nightmare),Kid Cudi,NA,NA,221266,FALSE,5FEXPoPnzueFJQCPRIrC3c,73,47y3PbX8oIDCkYAFylCJz0,Man On The Moon: The End Of Day,2009-09-15,day,0.871,0.44,11,-6.25,0,0.0761,0.499,4.15e-6,0.114,0.799,137.996,4,Kid Cudi,NA,NA,NA,NA,NA,NA,NA
Slumberland,King Gnu,NA,NA,184493,FALSE,1Q5l8ZfVn6kYwLJkGrBwZP,36,0JkzNXV5Iq6B6ojAGvYAIn,Sympa,2019-01-16,day,0.664,0.791,10,-6.683,0,0.0896,0.144,0,0.533,0.77,100.015,4,King Gnu,NA,NA,NA,NA,NA,NA,NA
Kizukeyo Baby,THE ORAL CIGARETTES,NA,NA,253746,FALSE,3EEaEEltAaQAp0EhIwJEaK,51,7uy0IV2P1VxmeYcssedEq0,FIXION,2016-01-05,day,0.57,0.954,1,-2.122,0,0.0571,0.001,1.01e-5,0.325,0.936,141.962,4,THE ORAL CIGARETTES,NA,NA,NA,NA,NA,NA,NA
It's a small world,King Gnu,NA,NA,193893,FALSE,1JvRvRDp7JfqUWvjdpLOci,35,0JkzNXV5Iq6B6ojAGvYAIn,Sympa,2019-01-16,day,0.757,0.765,1,-4.205,1,0.0877,0.22,1.04e-4,0.0513,0.952,92.999,4,King Gnu,NA,NA,NA,NA,NA,NA,NA
『バッハの旋律を夜に聴いたせいです。』,Sakanaction,NA,NA,237300,FALSE,71HzTuFgPrdNrJHv3rEaL7,40,6HBgEOpXrBWvapAdCzNHxD,『バッハの旋律を夜に聴いたせいです。』,2011-07-20,day,0.728,0.881,6,-2.87,1,0.0682,0.0714,0,0.264,0.667,125.974,4,Sakanaction,NA,NA,NA,NA,NA,NA,NA
Black Pearl,SUNMI,NA,NA,199320,FALSE,38TP2hg0hFxKmpV9PxISN7,0,7KU9xZLinCIIHBDmeQbeDp,WARNING,2018-09-12,day,0.709,0.646,8,-6.596,0,0.052,0.16,1.76e-4,0.0779,0.716,100.031,4,SUNMI,NA,NA,NA,NA,NA,NA,NA
マッチとピーナッツ,Sakanaction,NA,NA,270000,FALSE,3BEe9LK3z2HPaF64VC5t4A,39,5pLmzFu2ienSbr1SxBJvwB,834.194,2019-06-19,day,0.619,0.905,9,-4.979,0,0.0782,0.029,0.00226,0.17,0.697,105.931,4,Sakanaction,NA,NA,NA,NA,NA,NA,NA
忘れられないの,Sakanaction,NA,NA,238000,FALSE,7a3LbQFgp7NCuNcGlTgSsN,54,5pLmzFu2ienSbr1SxBJvwB,834.194,2019-06-19,day,0.642,0.645,6,-7.358,0,0.0375,0.35,0.00349,0.191,0.917,172.1,4,Sakanaction,NA,NA,NA,NA,NA,NA,NA
Love You Like A Love Song,Selena Gomez & The Scene,NA,NA,188453,FALSE,0laYHRpNTS6i8FXdupHkJ4,76,49yHvRh1cOfLcEKukEP7Ox,When The Sun Goes Down,2011-01-01,day,0.858,0.678,1,-3.87,0,0.0469,0.0761,0,0.0741,0.922,117.009,4,Selena Gomez & The Scene,NA,NA,NA,NA,NA,NA,NA
Smile,Lily Allen,NA,NA,196893,TRUE,79z9QkhHePTFsSeVw9uyj0,68,5ySBiY0v4b03yw98oRDKtS,"Alright, Still (Deluxe)",2006-07-14,day,0.632,0.639,5,-5.938,1,0.0259,0.00143,0,0.221,0.733,95.506,4,Lily Allen,NA,NA,NA,NA,NA,NA,NA
Poppin' Them Thangs,G-Unit,NA,NA,240800,TRUE,4E5IFAXCob6QqZaJMTw5YN,68,0BolFrIcCXXppUK50ETvgy,Beg For Mercy,2003-01-01,day,0.769,0.818,6,-1.385,0,0.192,0.263,0,0.0787,0.918,88.017,4,G-Unit,NA,NA,NA,NA,NA,NA,NA
Slow Jamz,Kanye West,NA,NA,316053,TRUE,3A4cpTBPaIQdtPFb5JxtaX,64,4Uv86qWpGTxf7fU7lG5X6F,The College Dropout,2004-02-10,day,0.559,0.733,2,-5.659,0,0.171,0.314,0,0.284,0.611,145.115,4,Twista,Kanye West,Jamie Foxx,NA,NA,NA,NA,NA
Baggy Jeans Era,KXNG Crooked,NA,NA,130656,TRUE,2HUobQ1rzHQu1f2irysx1f,8,6Jy80Qf2VpVfhzieUrmQPU,Baggy Jeans Era,2019-08-09,day,0.708,0.666,8,-13.371,1,0.38,0.0321,0,0.328,0.839,92.092,4,KXNG Crooked,NA,NA,NA,NA,NA,NA,NA
Picasso,Hopsin,NA,NA,197877,TRUE,5Es5pG548uc04wSlpBKlUN,59,4ZgM717TK2Odq5kZQ7TAC3,Picasso,2019-05-08,day,0.606,0.795,2,-6.619,1,0.426,0.31,0,0.272,0.608,165.212,4,Hopsin,NA,NA,NA,NA,NA,NA,NA
FOCUS ON ME,Jus2,NA,NA,216458,FALSE,1JQPZKIXKU3wdOSjk2ILgM,55,2QjrhGUZWWHnUFEMFzCsx5,FOCUS,2019-03-05,day,0.797,0.767,0,-3.286,0,0.151,0.0974,1.32e-5,0.101,0.536,98.988,4,Jus2,NA,NA,NA,NA,NA,NA,NA
